"","EOF1","EOF2","EOF3","EOF4","EOF5","EOF6","EOF7","EOF8","EOF9","EOF10","EOF11","EOF12","EOF13","EOF14","EOF15","EOF16","EOF17","EOF18","EOF19"
"577.8",0.103911551925849,-0.0140337038432987,0.0334937297242945,0.0370445747154498,0.106435478893419,-0.0374269117024798,-0.0102862902946617,-0.0201569189341959,0.0382383770894918,-0.0254524464854597,-0.00912314292629487,-0.0789292645151597,-0.0413507039444534,-0.0816648342748137,0.0493917570884883,0.022435952964288,-0.0354525825967131,0.0445246841404516,0.169000747957821
"581.5",0.102393540207123,-0.00831087050151912,0.0213546042023047,0.054341250855571,0.108266526677444,-0.0306920085064136,-0.0379043754668202,-0.0112552541188152,0.00514686178477716,0.00955950831119035,0.00679228991924933,-0.0906648009031807,-0.0544313314967676,-0.115883121666821,-0.0272192019450333,0.0288600840777653,-0.0678997372579018,-0.00303473850663315,0.132856548833424
"583.7",0.100915550084297,0.00248820875144238,0.00348939899806434,0.0629967924642209,0.0938703738803431,-0.034482627020358,-0.00357349700013927,0.00568524005009048,-0.0135220566489919,-0.02369537305656,0.114397351358427,-0.0229364424432756,0.0220168358714624,-0.0999845744939332,-0.0668996224380978,-0.128104250758745,0.0332202468855822,0.0114223521505097,-0.00339427399421287
"587.8",0.10189345984631,-0.000307775645383111,0.00610091353191165,0.0706194892499772,0.0877073743635711,-0.0262337471614556,0.000993555487436225,-0.0113858862069696,-0.0176387753593734,-0.0052038289911229,0.127011325932649,-0.0830879567495574,-0.0130488769905597,-0.119222343151354,-0.0163157858649599,-0.0786862643684619,0.0335547217628099,0.0268422291574027,0.00267077491031849
"592.0",0.102787709417875,-0.000132509109171241,-0.0108450249810633,0.065688768570739,0.10005957021582,-0.00676495766122603,0.00455883074393432,0.00421933366922471,-0.0415047469376501,0.00640775397922205,0.138230608815988,-0.0654838915113568,0.00689858104169584,-0.0807222333433747,-0.0256566735697226,-0.102771225507834,0.058379093238203,0.0096033197489593,-0.0109520897035549
"596.7",0.106696422358681,-0.00450479185518921,-0.0152142171948163,0.0473872169978823,0.100657296870278,1.29474479049388e-05,0.0245684378034771,0.00576010463883737,0.0022731699189859,-0.0222127902646414,0.143629563043589,-0.0477933338343116,-0.0148267399488331,-0.0301800461925129,-0.0237085710179077,-0.0389213151297746,0.101915865446968,0.0322170787206941,-0.0937474773386216
"600.9",0.10540767765912,0.0111082213168137,-0.0222017455090294,0.0769752068312886,0.0893922388037561,-0.0155389087412905,0.0171638749608557,-0.00433108271451002,-0.0510397423636685,-0.0142326709958192,0.1057607181994,-0.0568111997437096,-0.0204182101584129,-0.0677253399347348,0.0243578738924515,-0.0850355599126572,0.105496681760694,-0.0147712603500906,-0.0254291524393755
"605.1",0.105208881872315,0.010718883157732,-0.0273066316934311,0.0801861429177348,0.0984419321068682,0.00205756421483074,0.00381426688209269,0.019406039151858,-0.00805871499803491,-0.0109301407816792,0.107978617606169,-0.0545450377672659,0.0351184916809523,-0.0775245173542778,0.0552774500306501,-0.0990895006256407,0.0455398542375739,-0.0115104324871491,-0.0517171772756395
"609.7",0.106274508298925,0.00734298332597193,-0.0404254589926232,0.0726726650149671,0.0699418456528079,-0.0110501333894483,0.028883608869041,-0.00537895259413254,0.0061863125030875,0.00773047866871614,0.116944516661261,-0.0558959175633976,-0.000448988355081079,-0.0645064846898924,-0.0602271402191145,-0.0846653698879752,0.0732281431693855,0.0471182681777858,-0.0461756908862277
"614.3",0.105271425432581,0.0117747930041505,-0.0429116500489851,0.0668399366438294,0.0640490762262236,-0.0134038116013523,-0.0282905803667265,0.00922721081616513,0.0149629256406306,-0.0346349279907817,0.0973815866439302,-0.0493786892138392,-0.00999395032072675,-0.0621375443928403,0.035690083628082,-0.0698235528363955,0.0250490176511804,0.0243862949166713,-0.0489135874874547
"618.5",0.104195099149406,0.0124918915491082,-0.0469734462157021,0.0748643099173929,0.052319746616597,0.00294478668675271,-0.0256688942672648,-0.0113334629193271,-0.0453437575112367,-0.03500949957284,0.0708398513641235,-0.0432665722102954,0.0447859641368705,-0.0457893272027861,0.0317482419530206,-0.102507239165354,0.00697078101534409,-0.0250690084501684,-0.0844908446743142
